title,article_link,tags
WS220: Jason Pero: Scaling Your Business With The Right People,https://lifebridgecapital.com/2019/05/29/ws220-jason-pero-scaling-your-business-with-the-right-people/,['real estate']
WS219: Making An Out-Of-State Investment with Logan Freeman,https://lifebridgecapital.com/2019/05/28/ws219-making-an-out-of-state-investment-with-logan-freeman/,['real estate']
WS213: Data Analytics In Real Estate with Raj Tekchandani,https://lifebridgecapital.com/2019/05/22/ws213-data-analytics-in-real-estate-with-raj-tekchandani/,['real estate']
WS212: Transition From One Business To Another with Adam Beckstedt,https://lifebridgecapital.com/2019/05/21/ws212-transition-from-one-business-to-another-with-adam-beckstedt/,['real estate']
WS210: Raising Capital In Syndication with Vanessa Peters,https://lifebridgecapital.com/2019/05/19/ws210-raising-capital-in-syndication-with-vanessa-peters/,['real estate']
WS206: Jens Nielsen on Building Passive Income Away From Your Full-Time Work,https://lifebridgecapital.com/2019/05/15/ws206-jens-nielsen-on-building-passive-income-away-from-your-full-time-work/,['real estate']
WS205: Becoming Debt-Free with Jorge Newbery,https://lifebridgecapital.com/2019/05/14/ws205-becoming-debt-free-with-jorge-newbery/,['real estate']
WS204: Vinney Chopra on Property Takeover And Management,https://lifebridgecapital.com/2019/05/13/ws204-vinney-chopra-on-property-takeover-and-management/,['real estate']
WS202: Ben Leybovich and Sam Grooms on The Advantages Of A Partnership In Real Estate Business,https://lifebridgecapital.com/2019/05/11/ws202-ben-leybovich-and-sam-grooms-on-the-advantages-of-a-partnership-in-real-estate-business/,['real estate']
WS198: Designing A Life Without Limits with Tyler Chesser,https://lifebridgecapital.com/2019/05/07/ws198-designing-a-life-without-limits-with-tyler-chesser/,['real estate']
WS197: Loan Qualifications: How The Whole Process Works with Vinney Chopra,https://lifebridgecapital.com/2019/05/06/ws197-loan-qualifications-how-the-whole-process-works-with-vinney-chopra/,['real estate']
WS195: Shifting Your Mindset From Employee To Entrepreneur with Jens Nielsen,https://lifebridgecapital.com/2019/05/04/ws195-shifting-your-mindset-from-employee-to-entrepreneur-with-jens-nielsen/,['real estate']
WS192: What You Need To Know About Securities Offering with Robert Borr,https://lifebridgecapital.com/2019/05/01/ws192-what-you-need-to-know-about-securities-offering-with-robert-borr/,['real estate']
WS191: Exit Strategy: The Contingency Plan In Real Estate with Ron LeGrand,https://lifebridgecapital.com/2019/04/30/ws191-exit-strategy-the-contingency-plan-in-real-estate-with-ron-legrand/,['real estate']
WS188: How To Do Crowdfunding Legally with Mark Roderick,https://lifebridgecapital.com/2019/04/27/ws188-how-to-do-crowdfunding-legally-with-mark-roderick/,['real estate']
WS184: How To Scale Multifamily Syndication with Vinney Chopra,https://lifebridgecapital.com/2019/04/23/ws184-how-to-scale-multifamily-syndication-with-vinney-chopra/,['real estate']
WS182: Bernard Reisz: What You Need To Know About IRA,https://lifebridgecapital.com/2019/04/21/ws182-bernard-reisz-what-you-need-to-know-about-ira/,['real estate']
WS171: Unlocking Dollars Of Trapped Equity Using Blockchain Technology with Matthew Sullivan,https://lifebridgecapital.com/2019/04/10/ws171-unlocking-dollars-of-trapped-equity-using-blockchain-technology-with-matthew-sullivan/,['real estate']
WS170: Paul Moore on Expanding The Multifamily Vision With Self-Storage And Mobile Home Parks,https://lifebridgecapital.com/2019/04/09/ws170-paul-moore-on-expanding-the-multifamily-vision-with-self-storage-and-mobile-home-parks/,['real estate']
WS41: How to Raise Capital and Mitigate Risk for Your First Syndication Deal with Elisa Zhang,https://lifebridgecapital.com/2018/12/01/ws41-how-to-raise-capital-and-mitigate-risk-for-your-first-syndication-deal/,['real estate']
"WS39: How to Build and Grow Relationships with Sponsors, Investors and Contractors in Real Estate Syndication with John Rubino",https://lifebridgecapital.com/2018/11/29/ws39-how-to-build-and-grow-relationships-with-sponsors-investors-and-contractors-in-real-estate-syndication/,['real estate']
Show #1: How to Leverage Your Investments in Multifamily Units to Attain the Highest Possible ROI,https://lifebridgecapital.com/2018/10/05/how-to-leverage-your-investments-in-multifamily-units-to-attain-the-highest-possible-roi/,['real estate']
WS282: Developing The Mindset And Psychology To Succeed with Rod Khleif,https://lifebridgecapital.com/2019/07/30/ws282-developing-the-mindset-and-psychology-to-succeed-with-rod-khleif/,['real estate business']
WS279: From The Back Of A Box Truck To Real Estate Partnership with Kris Kaufman,https://lifebridgecapital.com/2019/07/27/ws279-from-the-back-of-a-box-truck-to-real-estate-partnership-with-kris-kaufman/,['real estate business']
WS175: The Keys To Scaling Your Real Estate Business with Trevor McGregor,https://lifebridgecapital.com/2019/04/14/ws175-the-keys-to-scaling-your-real-estate-business-with-trevor-mcgregor/,['real estate business']
WS251: Mastering Land And Property Acquisition with Vinney Chopra,https://lifebridgecapital.com/2019/06/29/ws251-mastering-land-and-property-acquisition-with-vinney-chopra/,['real estate coach']
WS176: Setting Up Your Real Estate Dream Team with Vinney Chopra,https://lifebridgecapital.com/2019/04/15/ws176-setting-up-your-real-estate-dream-team-with-vinney-chopra/,['real estate coach']
WS175: The Keys To Scaling Your Real Estate Business with Trevor McGregor,https://lifebridgecapital.com/2019/04/14/ws175-the-keys-to-scaling-your-real-estate-business-with-trevor-mcgregor/,['real estate coach']
"WS164: How Private Investor Clubs Help with Real Estate Deal Flow, Deal Analysis and Capital Raising with Ian Ippolito",https://lifebridgecapital.com/2019/04/03/ws164-how-private-investor-clubs-help-with-real-estate-deal-flow-deal-analysis-and-capital-raising-with-ian-ippolito/,['real estate deal']
WS163: How I Transitioned from Fix and Flip to Real Estate Syndication with Steven Libman,https://lifebridgecapital.com/2019/04/02/ws163-how-i-transitioned-from-fix-and-flip-to-real-estate-syndication-with-steven-libman/,['real estate deal']
WS160: Investing Opportunities in the Assisted Living Space with Loe Hornbuckle,https://lifebridgecapital.com/2019/03/30/ws160-investing-opportunities-in-the-assisted-living-space-with-loe-hornbuckle/,['real estate deal']
WS156: How to Build a Strong Influence on Social Media with Marjeanne Fields,https://lifebridgecapital.com/2019/03/26/ws156-how-to-build-a-strong-influence-on-social-media-with-marjeanne-fields/,['real estate deal']
WS147: Nuances of Different Regulations and How to Pick the Right One for Your Real Estate Business with Amy Wan,https://lifebridgecapital.com/2019/03/17/ws147-nuances-of-different-regulations-and-how-to-pick-the-right-one-for-your-real-estate-business-with-amy-wan/,['real estate deal']
WS144: How I Became a Millionaire in 18 Months by Flipping Land with Jack Bosch,https://lifebridgecapital.com/2019/03/14/ws144-how-i-became-a-millionaire-in-18-months-by-flipping-land-with-jack-bosch/,['real estate deal']
WS143: How to Understand Motivation and Convert Opportunities in Real Estate with Mike Cowper,https://lifebridgecapital.com/2019/03/13/ws143-how-to-understand-motivation-and-convert-opportunities-in-real-estate-with-mike-cowper/,['real estate deal']
WS142: How to Market your Real Estate Business on Social Media with Christina Daves,https://lifebridgecapital.com/2019/03/12/ws142-how-to-market-your-real-estate-business-on-social-media-with-christina-daves/,['real estate deal']
WS134: Legal Nuances of a Real Estate Syndication with Amy Wan,https://lifebridgecapital.com/2019/03/04/ws134-legal-nuances-of-a-real-estate-syndication-with-amy-wan/,['real estate deal']
WS133: How to Overcome the Challenges of Capital Raising in Real Estate Syndication with Kevin Amolsch,https://lifebridgecapital.com/2019/03/03/ws133-how-to-overcome-the-challenges-of-capital-raising-in-real-estate-syndication-with-kevin-amolsch/,['real estate deal']
WS132: How to Use Online Marketing for your Real Estate Business with Dan Barrett,https://lifebridgecapital.com/2019/03/02/ws132-how-to-use-online-marketing-for-your-real-estate-business-with-dan-barrett/,['real estate deal']
WS130: Real Estate Funds – How Do They Work with Mike Zlotnik,https://lifebridgecapital.com/2019/02/28/ws130-real-estate-funds-how-do-they-work-with-mike-zlotnik/,['real estate deal']
WS121: How to Acquire and Manage a Value Add Real Estate Property with Robert Couture,https://lifebridgecapital.com/2019/02/19/ws121-how-to-acquire-and-manage-a-value-add-real-estate-property-with-robert-couture/,['real estate deal']
WS120: Expert Real Estate Asset Management Tips with Omar Khan,https://lifebridgecapital.com/2019/02/18/ws120-expert-real-estate-asset-management-tips-with-omar-khan/,['real estate deal']
WS118: How to Stay Financially Disciplined and Secure your Future with Aaron Chapman,https://lifebridgecapital.com/2019/02/16/ws118-how-to-stay-financially-disciplined-and-secure-your-future-with-aaron-chapman/,['real estate deal']
WS116: How Partnering with Utility Providers Can Add to Your Bottom Line in Real Estate Syndication with Kevin Gardner,https://lifebridgecapital.com/2019/02/14/ws116-how-partnering-with-utility-providers-can-add-to-your-bottom-line-in-real-estate-syndication-with-kevin-gardner/,['real estate deal']
WS115: Comprehensive Step-by-Step Workflow for Syndication with Craig Haskell,https://lifebridgecapital.com/2019/02/13/ws115-comprehensive-step-by-step-workflow-for-syndication-with-craig-haskell/,['real estate deal']
WS114: How to Avoid Costly Mistakes When Transitioning to the Syndication Business with Kaykay Singh,https://lifebridgecapital.com/2019/02/12/ws114-how-to-avoid-costly-mistakes-when-transitioning-to-the-syndication-business-with-kaykay-singh/,['real estate deal']
WS111: How to Rehab a Property to Push up Rents and Occupancy with Carlos Gutierrez,https://lifebridgecapital.com/2019/02/09/ws111-how-to-rehab-a-property-to-push-up-rents-and-occupancy-with-carlos-gutierrez/,['real estate deal']
WS109: Expert Tips to Start and Sustain a Successful Syndication Business with Steeve Breton,https://lifebridgecapital.com/2019/02/07/ws109-expert-tips-to-start-and-sustain-a-successful-syndication-business-with-steve-breton/,['real estate deal']
WS108: Strategies for Scaling Your Real Estate Business Profitably with Greg Dickerson,https://lifebridgecapital.com/2019/02/06/ws108-strategies-for-scaling-your-real-estate-business-profitably-with-greg-dickerson/,['real estate deal']
WS107: How to Purchase and Improve Value Add Properties for Cash Flow Appreciation with David Toupin,https://lifebridgecapital.com/2019/02/05/ws107-how-to-purchase-and-improve-value-add-properties-for-cash-flow-appreciation-with-david-toupin/,['real estate deal']
WS106: How to Evaluate a Real Estate Syndication – Expert Tips for Investors and Partners with Whitney Elkins-Hutten,https://lifebridgecapital.com/2019/02/04/ws106-how-to-evaluate-a-real-estate-syndication-expert-tips-for-investors-and-partners-with-whitney-elkins-hutten/,['real estate deal']
WS105: Expert Tax Saving Strategies in Real Estate Syndication with Tom Wheelwright,https://lifebridgecapital.com/2019/02/03/ws105-expert-tax-saving-strategies-in-real-estate-syndication-with-tom-wheelwright/,['real estate deal']
WS104: Expert Networking Tips for Finding and Building Relationships with Potential Investors with Jon Simcoe,https://lifebridgecapital.com/2019/02/02/ws104-expert-networking-tips-for-finding-and-building-relationships-with-potential-investors-with-jon-simcoe/,['real estate deal']
WS103: How to Syndicate Value Add Properties with Chris Grenzig,https://lifebridgecapital.com/2019/02/01/ws103-how-to-syndicate-value-add-properties-with-chris-grenzig/,['real estate deal']
WS102: The Art of Acquiring and Financing a Value Add Syndication with Anthony Chara,https://lifebridgecapital.com/2019/01/31/ws102-the-art-of-acquiring-and-financing-a-value-add-syndication-with-anthony-chara/,['real estate deal']
WS101: How to Vet a Sponsor and Choose a Deal That Aligns with Your Risk Profile with James Kandasamy,https://lifebridgecapital.com/2019/01/30/ws101-how-to-vet-a-sponsor-and-choose-a-deal-that-aligns-with-your-risk-profile-with-james-kandasamy/,['real estate deal']
WS100: The Art of Syndicating Difficult Deals and Unlocking Hidden Value with Andrew Cushman,https://lifebridgecapital.com/2019/01/29/ws100-the-art-of-syndicating-difficult-deals-and-unlocking-hidden-value-with-andrew-cushman/,['real estate deal']
"WS99: How Online Syndication Allows Pricing, Control and Certainty of Execution with Ian Formigle",https://lifebridgecapital.com/2019/01/28/ws99-how-online-syndication-allows-pricing-control-and-certainty-of-execution-with-ian-formigle/,['real estate deal']
WS97: How to Align Interests and Create Value for All Stakeholders in Real Estate Syndication with Kira Golden,https://lifebridgecapital.com/2019/01/26/ws97-how-to-align-interests-and-create-value-for-all-stakeholders-in-real-estate-syndication-with-kira-golden/,['real estate deal']
WS96: Tools and Resources for Making Valuable Data Driven Decisions in Syndication with Lindsay Lewis,https://lifebridgecapital.com/2019/01/25/ws96-tools-and-resources-for-making-valuable-data-driven-decisions-in-syndication-with-lindsay-lewis/,['real estate deal']
WS95: How to Raise Capital and Save Tax Dollars in Real Estate Syndication with Thomas Castelli,https://lifebridgecapital.com/2019/01/24/ws95-how-to-raise-capital-and-save-tax-dollars-in-real-estate-syndication-with-thomas-casteli/,['real estate deal']
WS94: How to Conduct Thorough Due Diligence on a Syndicated Deal with Brian Hennessey,https://lifebridgecapital.com/2019/01/23/ws94-how-to-conduct-thorough-due-diligence-on-a-syndicated-deal-with-brian-hennessey/,['real estate deal']
WS93: How to Reach out to Potential Investors on Social Media Without Getting in Trouble with the SEC with Gene Trowbridge,https://lifebridgecapital.com/2019/01/22/ws93-how-to-reach-out-to-potential-investors-on-social-media-without-getting-in-trouble-with-the-sec-with-gene-trowbridge/,['real estate deal']
"WS92: How to Buy Right, Finance Right and Manage Right Your Syndication Deal with Jake Stenziano",https://lifebridgecapital.com/2019/01/21/ws92-how-to-buy-right-finance-right-and-manage-right-your-syndication-deal-with-jake-stenzanio/,['real estate deal']
WS91: How to Easily Raise Capital by Growing Your Investor Base in Real Estate Syndication with John Bogdasarian,https://lifebridgecapital.com/2019/01/20/ws91-how-to-easily-raise-capital-by-growing-your-investor-base-in-real-estate-syndication-with-john-bogdasarian/,['real estate deal']
WS90: How to Find Reliable Partners and Build a Dream Team in Real Estate Syndication with Omar Khan,https://lifebridgecapital.com/2019/01/19/ws90-how-to-find-reliable-partners-and-build-a-dream-team-in-real-estate-syndication-with-omar-khan/,['real estate deal']
WS89: How to Rehab a Syndicated Property and Unlock Hidden Value with John Fortes,https://lifebridgecapital.com/2019/01/18/ws89-how-to-rehab-a-syndicated-property-and-unlock-hidden-value-with-john-fortes/,['real estate deal']
WS87: How to Project Yourself as a Thought Leader Through Social Media with Dino Pierce,https://lifebridgecapital.com/2019/01/16/ws87-how-to-project-yourself-as-a-thought-leader-through-social-media-with-dino-pierce/,['real estate deal']
WS86: How to Generate Superior Returns by Investing in Senior Living Spaces with Gene Guarino,https://lifebridgecapital.com/2019/01/15/ws86-how-to-generate-superior-returns-by-investing-in-senior-living-spaces-with-gene-guarino/,['real estate deal']
WS85: How to Leverage the Power of Social Media to Give Your Syndication Business Greater Visibility with Ellie Perlman,https://lifebridgecapital.com/2019/01/14/ws85-how-to-leverage-the-power-of-social-media-to-give-your-syndication-business-greater-visibility-with-ellie-perlman/,['real estate deal']
WS84: Expert Tips for Managing and Scaling up your Syndication Business with John Lenhart,https://lifebridgecapital.com/2019/01/13/ws84-expert-tips-for-managing-and-scaling-up-your-syndication-business-with-john-lenhart/,['real estate deal']
WS83: How to Increase ROI in Real Estate Syndication with Danny Newberry,https://lifebridgecapital.com/2019/01/12/ws83-how-to-increase-roi-in-real-estate-syndication-with-danny-newberry/,['real estate deal']
WS82: How to Overcome the Challenges of Real Estate Syndication with Joseph Gozlan,https://lifebridgecapital.com/2019/01/11/ws82-how-to-overcome-the-challenges-of-real-estate-syndication-with-joseph-gozlan/,['real estate deal']
WS81: How to Save Tax Dollars in Real Estate Syndication Using 1031 Exchange with Dave Foster,https://lifebridgecapital.com/2019/01/10/ws81-how-to-save-tax-dollars-in-real-estate-syndication-using-1031-exchange-with-dave-foster/,['real estate deal']
WS80: How to Leverage Technology for Making Data Driven Decisions in Syndication with Nikolai Ray,https://lifebridgecapital.com/2019/01/09/ws80-how-to-leverage-technology-for-making-data-driven-decisions-in-syndication-with-nikolai-ray/,['real estate deal']
WS79: Comprehensive Workflow for Real Estate Syndication with Powell Chee,https://lifebridgecapital.com/2019/01/08/ws79-comprehensive-workflow-for-real-estate-syndication-with-powell-chee/,['real estate deal']
WS78: How to Effectively Communicate with Real Estate Agents with Joe Cromwell,https://lifebridgecapital.com/2019/01/07/ws78-how-to-effectively-communicate-with-real-estate-agents-with-joe-cromwell/,['real estate deal']
WS76: How to use your Self Directed IRA in Real Estate Syndication with Chris Tanner,https://lifebridgecapital.com/2019/01/05/ws76-how-to-use-your-self-directed-ira-in-real-estate-syndication-with-chris-tanner/,['real estate deal']
WS75: Expert Tips for Evaluating a New Real Estate Market with Carole Ellis,https://lifebridgecapital.com/2019/01/04/ws75-expert-tips-for-evaluating-a-new-real-estate-market-with-carole-ellis/,['real estate deal']
WS74: Workflow for Scaling up Your Syndication Business with Chris Prefontaine,https://lifebridgecapital.com/2019/01/03/ws74-workflow-for-scaling-up-your-syndication-business-with-chris-prefontaine/,['real estate deal']
WS73: Networking Tips and Tricks for Giving Your Syndication Business Greater Visibility with Lennon Lee,https://lifebridgecapital.com/2019/01/02/ws73-networking-tips-and-tricks-for-giving-your-syndication-business-greater-visibility-with-lennon-lee/,['real estate deal']
WS72: Little Known Nuances of Capital Raising in Real Estate Syndication with Dylan Borland,https://lifebridgecapital.com/2019/01/01/ws72-little-known-nuances-of-capital-raising-in-real-estate-syndication-with-dylan-borland/,['real estate deal']
WS71: How to syndicate your first deal with Michael Blank,https://lifebridgecapital.com/2018/12/31/ws71-how-to-syndicate-your-first-deal-with-michael-blank/,['real estate deal']
WS70: How to Take Actionable Steps for Achieving Financial Freedom in Real Estate Syndication with Michael Blank,https://lifebridgecapital.com/2018/12/30/ws70-how-to-take-actionable-steps-for-achieving-financial-freedom-in-real-estate-syndication-with-michael-blank/,['real estate deal']
WS69: Legal Complexities of Capital Raising in Real Estate Syndication with Arina Shulga,https://lifebridgecapital.com/2018/12/29/ws69-legal-complexities-of-capital-raising-in-real-estate-syndication-with-arina-shulga/,['real estate deal']
WS68: How to Set up and Run a Successful Syndication Business with Tamar Mar,https://lifebridgecapital.com/2018/12/28/ws68-how-to-set-up-and-run-a-successful-syndication-business-with-tamar-mar/,['real estate deal']
WS67: How to Start and Build a Sustainable Syndication Business with Paul Barbeau,https://lifebridgecapital.com/2018/12/27/ws67-how-to-start-and-build-a-sustainable-syndication-business-with-paul-barbeau/,['real estate deal']
WS66: How to Invest Your IRA Funds in Real Estate Syndication with Bryan Ellis,https://lifebridgecapital.com/2018/12/26/ws66-how-to-invest-your-ira-funds-in-real-estate-syndication-with-bryan-ellis/,['real estate deal']
WS65: How to Conservatively Underwrite a Real Estate Syndication Deal with Anna Myers,https://lifebridgecapital.com/2018/12/25/ws65-how-to-conservatively-underwrite-a-real-estate-syndication-deal-with-anna-myers/,['real estate deal']
WS64: How to Successfully Change Your Career to Real Estate Syndication with Aaron Howell,https://lifebridgecapital.com/2018/12/24/ws64-how-to-successfully-change-your-career-to-real-estate-syndication-with-aaron-howell/,['real estate deal']
WS63: How to Mitigate Risk by Diversifying into Real Estate Syndication with Alina Trigub,https://lifebridgecapital.com/2018/12/23/ws63-how-to-mitigate-risk-by-diversifying-into-real-estate-syndication-with-alina-trigub/,['real estate deal']
WS62: How to Make the Transition to Real Estate Syndication with Josh Eitingon,https://lifebridgecapital.com/2018/12/22/ws62-how-to-make-the-transition-to-real-estate-syndication-with-josh-eitingon/,['real estate deal']
WS61: How to Select a Suitable Market and Raise Capital for Your Next Syndication Deal with Eric Tait,https://lifebridgecapital.com/2018/12/21/ws61-how-to-select-a-suitable-market-and-raise-capital-for-your-next-syndication-deal-with-eric-tait/,['real estate deal']
WS60: Tips and Tricks for Market Selection in Real Estate Syndication with Omar Khan,https://lifebridgecapital.com/2018/12/20/ws60-tips-and-tricks-for-market-selection-in-real-estate-syndication/,['real estate deal']
WS59: Recession Resistant Asset Classes That Syndicators Should Consider Investing In with Hunter Thompson,https://lifebridgecapital.com/2018/12/19/ws59-recession-resistant-asset-classes-that-syndicators-should-consider-investing-in/,['real estate deal']
WS58: How to Profitably Start and Scale up Your Real Estate Business with Gino Barbaro,https://lifebridgecapital.com/2018/12/18/ws58-how-to-profitably-start-and-scale-up-your-real-estate-business-with-gino-barbaro/,['real estate deal']
"WS57: Nuances of the Automated Underwriting Platform for Multifamily, Enodo with Marc Rutzen",https://lifebridgecapital.com/2018/12/17/ws57-nuances-of-the-automated-underwriting-platform-for-multifamily-enodo-with-marc-rutzen/,['real estate deal']
"WS56: Networking, Capital Raising and Property Management Tips for First Time Syndicators with John Cohen",https://lifebridgecapital.com/2018/12/16/ws56-networking-capital-raising-and-property-management-tips-for-first-time-syndicators-with-john-cohen/,['real estate deal']
WS55: Nuances of Capital Raising and Deal Structuring in Real Estate Syndication with Andrew Schena,https://lifebridgecapital.com/2018/12/15/ws55-nuances-of-capital-raising-and-deal-structuring-in-real-estate-syndication-with-andrew-schena/,['real estate deal']
WS54: Little Known Nuances of the Syndication Business That You Might Not Be Aware Of with Nizan Mosery,https://lifebridgecapital.com/2018/12/14/ws54-little-known-nuances-of-the-syndication-business-that-you-might-not-be-aware-of/,['real estate deal']
"WS52: Expert Tips for Syndicating, Leasing and Managing Commercial Properties with John Crossman",https://lifebridgecapital.com/2018/12/12/ws52-expert-tips-for-syndicating-leasing-and-managing-commercial-properties/,['real estate deal']
"WS49: How to Overcome Objections, Scout Value Add Properties and Find Investors for Your Real Estate Syndication Project with Sterling White",https://lifebridgecapital.com/2018/12/09/ws49-how-to-overcome-objections-scout-value-add-properties-and-find-investors-for-your-real-estate-syndication-project/,['real estate deal']
WS40: How to Streamline Your Acquisition Process in Real Estate Syndication with Ben Lapidus,https://lifebridgecapital.com/2018/11/30/ws40-how-to-streamline-your-acquisition-process-in-real-estate-syndication/,['real estate deal']
WS263: How Ryan McKenna Holds Investors Hand Through A Deal,https://lifebridgecapital.com/2019/07/11/ws263-how-ryan-mckenna-holds-investors-hand-through-a-deal/,['real estate deals']
WS248: Mastering Self-Discipline In Real Estate with Jerome Myers,https://lifebridgecapital.com/2019/06/26/ws248-mastering-self-discipline-in-real-estate-with-jerome-myers/,['real estate deals']
WS247: Structuring Real Estate Deals with Brian Burke,https://lifebridgecapital.com/2019/06/25/ws247-structuring-real-estate-deals-with-brian-burke/,['real estate deals']
WS227: Jules McKenzie on Pitching Like A Pro And Closing More Real Estate Deals,https://lifebridgecapital.com/2019/06/05/ws227-jules-mckenzie-on-pitching-like-a-pro-and-closing-more-real-estate-deals/,['real estate deals']
WS217: Structuring Real Estate Deals with Rahul Patel,https://lifebridgecapital.com/2019/05/26/ws217-structuring-real-estate-deals-with-rahul-patel/,['real estate deals']
WS50: How to Leverage the Power of Technology to Drive Efficiencies in Acquisition and Management of Syndicated Properties with Neal Bawa,https://lifebridgecapital.com/2018/12/10/ws50-how-to-leverage-the-power-of-technology-to-drive-efficiencies-in-acquisition-and-management-of-syndicated-properties-with-neal-bawa/,['real estate deals']
WS45: How to Correctly Syndicate a Deal via Smart Negotiations and Thorough Due Diligence with Jason Yarusi,https://lifebridgecapital.com/2018/12/05/ws45-how-to-correctly-syndicate-a-deal-via-smart-negotiations-and-thorough-due-diligence/,['real estate deals']
WS285: Developing Qualified Opportunity Zones with Andrew Greer,https://lifebridgecapital.com/2019/08/02/ws285-developing-qualified-opportunity-zones-with-andrew-greer/,['real estate development']
WS207: Understanding And Revitalizing Opportunity Zones with Matthew Ryan,https://lifebridgecapital.com/2019/05/16/ws207-understanding-and-revitalizing-opportunity-zones-with-matthew-ryan/,['real estate development']
WS892: Is Overcommitting Worth It?,https://lifebridgecapital.com/2021/03/31/ws892-is-overcommitting-worth-it/,['real estate investing']
WS891: Pivoting In A Recession and Structuring Your Lifestyle For Success with Jerome Maldonado,https://lifebridgecapital.com/2021/03/30/ws891-pivoting-in-a-recession-and-structuring-your-lifestyle-for-success-with-jerome-maldonado/,['real estate investing']
WS890: Successful Asset Classes In The Current Market with Jerome Maldonado,https://lifebridgecapital.com/2021/03/29/ws890-successful-asset-classes-in-the-current-market-with-jerome-maldonado/,['real estate investing']
"WS889: How To Avoid A $1,000,000 Mistake with Hugh Odom",https://lifebridgecapital.com/2021/03/28/ws889-how-to-avoid-a-1000000-mistake-with-hugh-odom/,['real estate investing']
WS888: Value-Based On BRRRR VS Cap Rate with John Stoeber,https://lifebridgecapital.com/2021/03/27/ws888-value-based-on-brrrr-vs-cap-rate-with-john-stoeber/,['real estate investing']
WS887: Slow And Steady Still Wins The Race with Nicole Pendergrass,https://lifebridgecapital.com/2021/03/26/ws887-slow-and-steady-still-wins-the-race-with-nicole-pendergrass/,['real estate investing']
Is Investing in Real Estate Safe? Yes – If You Do it Right,https://lifebridgecapital.com/2021/03/16/is-investing-in-real-estate-safe-yes-if-you-do-it-right/,['real estate investing']
WS281: Transitioning From Turnkey To Mobile Home Parks with Ekaterina Stepanova,https://lifebridgecapital.com/2019/07/29/ws281-transitioning-from-turnkey-to-mobile-home-parks-with-ekaterina-stepanova/,['real estate investing']
WS272: The Plan After Closing with Mike Vann,https://lifebridgecapital.com/2019/07/20/ws272-the-plan-after-closing-with-mike-vann/,['real estate investing']
WS260: Structuring Deals To Get The Best Return On Investment with Jeff Greenberg,https://lifebridgecapital.com/2019/07/08/ws260-structuring-deals-to-get-the-best-return-on-investment-with-jeff-greenberg/,['real estate investing']
WS259: Capital Raising For Newbies with Bryan Taylor,https://lifebridgecapital.com/2019/07/07/ws259-capital-raising-for-newbies-with-bryan-taylor/,['real estate investing']
WS237: The Real Estate Investor’s Guide To Tax Strategies with Ted Lanzaro,https://lifebridgecapital.com/2019/06/15/ws237-the-real-estate-investors-guide-to-tax-strategies-with-ted-lanzaro/,['real estate investing']
WS227: Jules McKenzie on Pitching Like A Pro And Closing More Real Estate Deals,https://lifebridgecapital.com/2019/06/05/ws227-jules-mckenzie-on-pitching-like-a-pro-and-closing-more-real-estate-deals/,['real estate investing']
WS201: Making Passive Income Through Real Estate with Chad Hudson,https://lifebridgecapital.com/2019/05/10/ws201-making-passive-income-through-real-estate-with-chad-hudson/,['real estate investing']
WS199: Financial Freedom Through Real Estate Investing with Rodney Miller,https://lifebridgecapital.com/2019/05/08/ws199-financial-freedom-through-real-estate-investing-with-rodney-miller/,['real estate investing']
WS 166: Building a $200 Million Real Estate Portfolio with Ivan Barratt,https://lifebridgecapital.com/2019/04/05/ws-166-building-a-200-million-real-estate-portfolio-with-ivan-barratt/,['real estate investing']
WS 165: Real Estate Note Investing: A Lucrative Alternative with Dave Van Horn,https://lifebridgecapital.com/2019/04/04/ws-165-real-estate-note-investing-a-lucrative-alternative-with-dave-van-horn/,['real estate investing']
"WS164: How Private Investor Clubs Help with Real Estate Deal Flow, Deal Analysis and Capital Raising with Ian Ippolito",https://lifebridgecapital.com/2019/04/03/ws164-how-private-investor-clubs-help-with-real-estate-deal-flow-deal-analysis-and-capital-raising-with-ian-ippolito/,['real estate investing']
WS163: How I Transitioned from Fix and Flip to Real Estate Syndication with Steven Libman,https://lifebridgecapital.com/2019/04/02/ws163-how-i-transitioned-from-fix-and-flip-to-real-estate-syndication-with-steven-libman/,['real estate investing']
WS160: Investing Opportunities in the Assisted Living Space with Loe Hornbuckle,https://lifebridgecapital.com/2019/03/30/ws160-investing-opportunities-in-the-assisted-living-space-with-loe-hornbuckle/,['real estate investing']
WS157: Crowdfunding your Next Real Estate Deal with Amy Wan,https://lifebridgecapital.com/2019/03/27/ws157-crowdfunding-your-next-real-estate-deal-with-amy-wan/,['real estate investing']
WS156: How to Build a Strong Influence on Social Media with Marjeanne Fields,https://lifebridgecapital.com/2019/03/26/ws156-how-to-build-a-strong-influence-on-social-media-with-marjeanne-fields/,['real estate investing']
WS147: Nuances of Different Regulations and How to Pick the Right One for Your Real Estate Business with Amy Wan,https://lifebridgecapital.com/2019/03/17/ws147-nuances-of-different-regulations-and-how-to-pick-the-right-one-for-your-real-estate-business-with-amy-wan/,['real estate investing']
WS145: How to Bust your Fear of Raising Money with Craig Haskell,https://lifebridgecapital.com/2019/03/15/ws145-how-to-bust-your-fear-of-raising-money-with-craig-haskell/,['real estate investing']
WS144: How I Became a Millionaire in 18 Months by Flipping Land with Jack Bosch,https://lifebridgecapital.com/2019/03/14/ws144-how-i-became-a-millionaire-in-18-months-by-flipping-land-with-jack-bosch/,['real estate investing']
